Attrition,BusinessTravel,Department,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,age_group
No,Travel_Rarely,Research & Development,2,Life Sciences,3810,3,Manager,105520,11,4,2,2,2,2,4,3,3,3,3,< 25
No,Travel_Frequently,Sales,3,Life Sciences,3811,2,Human Resources,23290,15,9,2,3,0,2,1,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,3812,5,Manager,40140,13,24,3,1,0,1,4,4,3,3,3,35-45
No,Travel_Rarely,Sales,3,Medical,3813,2,Laboratory Technician,74030,12,10,4,10,6,8,2,3,2,3,3,25-35
No,Travel_Frequently,Research & Development,1,Life Sciences,3814,1,Manager,22590,14,8,2,8,7,7,4,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,3815,2,Laboratory Technician,69320,13,5,5,5,1,2,4,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Other,3816,1,Manager,46780,25,8,0,6,0,2,4,2,3,4,4,35-45
No,Travel_Rarely,Sales,3,Marketing,3817,3,Sales Representative,135820,17,1,3,1,0,1,3,4,2,2,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,3818,1,Laboratory Technician,23320,11,27,2,26,0,12,4,1,1,3,3,45-55
Yes,Travel_Rarely,Human Resources,3,Medical,3819,2,Laboratory Technician,24130,16,10,2,1,0,0,3,2,3,3,3,25-35
No,Non-Travel,Sales,2,Marketing,3820,3,Sales Executive,97050,18,4,3,4,1,3,2,3,2,2,3,< 25
No,Travel_Frequently,Research & Development,3,Other,3821,2,Research Scientist,42940,20,32,2,30,12,13,2,3,3,2,4,45-55
No,Travel_Rarely,Research & Development,2,Life Sciences,3822,3,Research Scientist,47210,14,6,3,3,0,2,2,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,3823,3,Manager,25190,21,23,2,22,1,10,2,4,2,3,4,35-45
No,Travel_Rarely,Research & Development,3,Medical,3824,1,Research Director,21210,13,6,2,6,1,1,2,2,2,3,3,25-35
No,Travel_Rarely,Sales,2,Technical Degree,3825,2,Research Scientist,29730,12,10,2,10,1,4,3,1,3,3,3,35-45
No,Non-Travel,Sales,4,Life Sciences,3826,2,Manufacturing Director,58550,14,10,3,10,4,5,1,1,3,2,3,35-45
No,Travel_Frequently,Research & Development,3,Medical,3827,2,Research Scientist,36170,21,10,5,5,0,3,4,1,3,3,4,25-35
No,Travel_Rarely,Research & Development,1,Medical,3828,2,Manufacturing Director,67250,17,7,3,3,1,1,3,3,3,3,3,35-45
No,Travel_Frequently,Sales,4,Marketing,3829,5,Manufacturing Director,103250,11,9,3,9,7,2,3,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,3830,3,Healthcare Representative,69490,14,10,2,9,1,4,3,1,2,3,3,45-55
No,Travel_Rarely,Research & Development,2,Life Sciences,3831,3,Research Scientist,106090,17,10,2,7,7,7,2,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,3832,4,Research Scientist,44470,13,7,4,7,0,7,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,3833,2,Sales Executive,21570,25,16,1,16,1,10,2,1,3,2,4,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,3834,3,Manufacturing Director,46010,15,6,2,5,0,0,2,1,2,3,3,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,3835,1,Laboratory Technician,170990,14,3,2,2,2,2,3,4,3,3,3,< 25
Yes,Travel_Frequently,Research & Development,5,Medical,3836,1,Research Director,24790,12,0,2,0,0,0,2,4,4,2,3,< 25
No,Travel_Rarely,Research & Development,4,Medical,3837,2,Research Scientist,148520,19,27,3,5,1,0,4,3,3,2,3,45-55
No,Travel_Rarely,Sales,4,Life Sciences,3838,1,Laboratory Technician,72640,17,11,5,10,0,7,3,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,3839,1,Laboratory Technician,56660,14,18,2,18,14,12,1,3,3,3,3,35-45
No,Non-Travel,Research & Development,3,Medical,3840,2,Sales Executive,78230,13,15,3,14,2,9,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,3841,1,Laboratory Technician,78800,12,9,2,4,0,2,3,3,2,4,3,35-45
No,Travel_Frequently,Research & Development,3,Technical Degree,3842,2,Manager,131940,11,10,2,9,3,8,1,3,1,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3843,2,Laboratory Technician,50670,11,10,3,10,3,9,4,4,3,2,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,3844,3,Sales Executive,50790,11,10,3,5,0,2,4,3,4,3,3,35-45
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3845,3,Healthcare Representative,23210,12,15,0,13,6,0,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,3846,2,Healthcare Representative,174440,14,8,4,8,7,7,2,2,1,3,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,3847,2,Healthcare Representative,24040,17,18,2,4,3,3,3,4,2,2,3,35-45
No,Travel_Frequently,Sales,2,Marketing,3848,1,Laboratory Technician,34520,11,14,2,10,0,2,1,4,3,2,3,35-45
No,Travel_Frequently,Sales,4,Marketing,3849,3,Manager,22700,14,23,2,2,2,2,3,4,3,3,3,45-55
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3850,2,Manager,173990,12,7,3,2,2,2,1,4,2,1,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,3851,2,Research Scientist,54880,22,6,6,6,1,3,1,4,3,3,4,< 25
No,Travel_Rarely,Sales,4,Life Sciences,3852,3,Sales Executive,194190,14,5,2,3,0,2,2,3,3,1,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,3853,1,Research Scientist,28110,20,6,3,4,1,2,4,4,2,3,4,25-35
Yes,Travel_Rarely,Sales,4,Marketing,3854,1,Research Director,36330,16,10,0,4,0,3,1,1,1,3,3,35-45
No,Travel_Rarely,Research & Development,1,Medical,3855,2,Manager,41630,15,8,4,5,1,4,3,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,3856,3,Sales Executive,21320,20,9,1,3,0,2,2,1,3,2,4,35-45
No,Travel_Frequently,Sales,1,Marketing,3857,4,Manufacturing Director,139730,14,7,3,7,0,7,4,3,3,2,3,< 25
No,Travel_Rarely,Sales,3,Marketing,3858,2,Research Director,26840,12,7,2,5,1,0,4,2,3,3,3,35-45
No,Travel_Rarely,Sales,2,Life Sciences,3859,2,Research Director,108450,24,27,4,4,1,2,1,2,3,2,4,45-55
No,Travel_Rarely,Research & Development,2,Medical,3860,3,Sales Executive,43770,12,19,2,14,1,11,4,1,3,2,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,3861,2,Sales Executive,37430,13,2,2,2,2,2,3,3,3,3,3,< 25
No,Travel_Rarely,Research & Development,3,Medical,3862,3,Laboratory Technician,41480,11,11,3,11,7,9,4,2,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,3863,2,Healthcare Representative,10510,14,15,2,4,1,3,1,2,3,3,3,35-45
No,Travel_Rarely,Human Resources,2,Life Sciences,3864,2,Research Scientist,107390,11,30,3,15,2,12,3,3,3,3,3,45-55
No,Non-Travel,Research & Development,4,Life Sciences,3865,4,Laboratory Technician,103880,14,4,2,3,1,2,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,3866,2,Healthcare Representative,114160,16,13,2,5,0,4,4,1,3,3,3,35-45
No,Travel_Rarely,Sales,3,Marketing,3867,1,Laboratory Technician,26000,14,36,5,10,4,7,2,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,3868,1,Research Scientist,24220,11,14,2,14,6,11,3,3,3,3,3,35-45
Yes,Travel_Frequently,Research & Development,4,Medical,3869,1,Research Director,54720,11,13,3,11,6,7,4,4,4,2,3,25-35
No,Travel_Frequently,Research & Development,2,Life Sciences,3870,2,Research Scientist,24510,12,19,3,13,2,9,4,4,4,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,3871,2,Sales Representative,42400,14,10,2,10,0,9,1,2,2,2,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,3872,5,Sales Executive,109990,18,6,3,6,0,4,4,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,3873,5,Research Scientist,50030,13,10,5,9,1,6,4,2,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,3874,2,Sales Executive,127420,11,10,4,10,0,2,1,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,3875,1,Laboratory Technician,42270,18,17,3,2,2,2,4,1,2,2,3,45-55
No,Travel_Frequently,Sales,2,Medical,3876,1,Sales Executive,39170,15,4,2,4,3,3,4,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,3877,3,Laboratory Technician,183030,22,29,2,3,1,2,2,2,3,2,4,45-55
No,Travel_Rarely,Research & Development,3,Medical,3878,2,Manufacturing Director,23800,13,23,3,8,0,0,3,3,3,1,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,3879,4,Manager,137260,12,21,6,2,0,2,4,3,3,4,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3880,1,Sales Representative,47770,18,2,3,2,0,2,4,1,3,3,3,< 25
No,Non-Travel,Research & Development,2,Medical,3881,2,Healthcare Representative,63850,13,7,6,6,1,2,3,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,2,Technical Degree,3882,3,Sales Executive,199730,12,10,2,3,0,2,1,3,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,3883,3,Healthcare Representative,68610,12,8,2,2,2,2,3,4,3,2,3,35-45
Yes,Travel_Rarely,Human Resources,3,Life Sciences,3884,3,Laboratory Technician,49690,12,5,3,5,1,2,4,3,3,3,3,< 25
No,Travel_Rarely,Research & Development,2,Life Sciences,3885,1,Sales Executive,198450,11,7,3,0,0,0,4,3,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3886,4,Research Director,133200,11,11,2,4,1,2,2,4,3,3,3,45-55
Yes,Travel_Frequently,Sales,2,Marketing,3887,1,Healthcare Representative,63470,12,19,3,9,7,7,4,3,3,1,3,45-55
Yes,Travel_Rarely,Sales,3,Life Sciences,3888,2,Research Scientist,27430,19,1,2,1,0,0,4,2,3,3,3,25-35
No,Non-Travel,Research & Development,2,Medical,3889,1,Human Resources,108800,23,7,5,7,5,7,4,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,3890,5,Laboratory Technician,23420,11,8,2,4,1,2,1,2,3,3,3,45-55
No,Travel_Rarely,Sales,3,Life Sciences,3891,2,Research Scientist,176500,19,15,6,15,4,13,2,4,4,1,3,25-35
No,Travel_Rarely,Sales,4,Medical,3892,1,Manager,40250,13,19,5,1,0,0,3,4,4,2,3,> 65
No,Travel_Rarely,Sales,3,Life Sciences,3893,3,Manager,97250,11,14,0,14,2,13,2,2,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,3894,1,Laboratory Technician,119040,12,6,4,6,1,3,3,4,2,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,3895,1,Healthcare Representative,21770,13,10,5,10,8,7,2,4,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Medical,3896,2,Research Scientist,75250,14,3,2,3,0,2,3,4,3,3,3,< 25
No,Travel_Rarely,Human Resources,3,Life Sciences,3897,1,Research Scientist,48340,14,9,1,8,6,7,3,4,3,4,3,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,3898,3,Sales Executive,20420,16,6,2,5,1,4,1,4,4,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,3899,2,Sales Executive,22200,11,10,2,10,8,8,4,4,3,1,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3900,3,Sales Executive,10520,13,5,3,5,0,4,3,3,3,3,3,< 25
No,Travel_Rarely,Sales,4,Marketing,3901,1,Research Scientist,28210,17,10,3,10,8,7,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,3902,2,Research Scientist,192370,11,9,2,5,1,2,4,3,3,3,3,25-35
No,Travel_Rarely,Human Resources,4,Life Sciences,3903,3,Research Scientist,41070,11,17,2,13,6,7,3,4,2,1,3,35-45
No,Non-Travel,Sales,3,Life Sciences,3904,2,Manufacturing Director,83960,15,25,3,23,14,4,3,3,2,2,3,35-45
Yes,Travel_Rarely,Sales,2,Medical,3905,2,Manager,20070,12,1,2,1,0,0,4,3,3,2,3,< 25
Yes,Travel_Frequently,Research & Development,3,Medical,3906,2,Sales Executive,196270,11,25,1,23,14,10,3,3,1,3,3,45-55
No,Travel_Rarely,Research & Development,1,Medical,3907,1,Sales Executive,106860,14,3,2,3,0,2,4,3,4,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,3908,1,Research Director,29420,22,21,4,21,8,6,4,2,3,3,4,35-45
No,Travel_Frequently,Sales,1,Marketing,3909,2,Laboratory Technician,88580,16,10,2,5,1,3,1,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,3910,1,Sales Executive,167560,11,6,5,5,0,3,2,3,4,3,3,25-35
No,Non-Travel,Sales,2,Medical,3911,2,Research Scientist,107980,14,10,5,3,1,2,3,2,3,1,3,35-45
No,Travel_Rarely,Research & Development,2,Technical Degree,3912,1,Healthcare Representative,23230,16,18,2,1,0,0,2,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3913,1,Research Scientist,14160,15,6,3,6,1,2,2,1,4,2,3,< 25
No,Travel_Rarely,Research & Development,3,Medical,3914,4,Sales Executive,46150,12,19,3,10,0,9,3,2,3,2,3,45-55
No,Travel_Rarely,Sales,4,Life Sciences,3915,1,Laboratory Technician,24610,20,17,4,7,0,7,4,3,3,3,4,25-35
No,Travel_Rarely,Sales,4,Marketing,3916,1,Laboratory Technician,87220,17,10,3,10,0,8,2,4,2,3,3,25-35
No,Non-Travel,Research & Development,2,Life Sciences,3917,2,Sales Executive,39550,12,4,5,1,0,0,3,2,1,3,3,45-55
No,Travel_Rarely,Research & Development,4,Technical Degree,3918,3,Sales Executive,99570,20,13,1,10,0,3,3,4,2,3,4,45-55
Yes,Travel_Rarely,Research & Development,3,Medical,3919,2,Manufacturing Director,33760,20,16,3,2,2,2,2,1,3,3,4,35-45
Yes,Travel_Rarely,Research & Development,3,Medical,3920,2,Research Director,88230,13,10,3,0,0,0,1,2,3,3,3,25-35
No,Travel_Rarely,Sales,4,Life Sciences,3921,3,Manufacturing Director,103220,14,3,2,3,1,2,3,2,1,3,3,< 25
No,Travel_Frequently,Sales,3,Marketing,3922,2,Sales Executive,46210,18,9,3,5,1,4,4,4,2,3,3,25-35
No,Non-Travel,Research & Development,3,Life Sciences,3923,2,Manufacturing Director,109760,11,9,3,9,5,8,4,4,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,3924,1,Research Scientist,36600,11,10,0,4,0,2,4,3,1,2,3,25-35
No,Travel_Rarely,Sales,3,Life Sciences,3925,3,Manufacturing Director,104820,11,21,6,21,12,8,2,2,2,2,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,3926,1,Sales Representative,71190,15,9,2,5,0,3,3,3,4,3,3,35-45
No,Travel_Frequently,Sales,3,Life Sciences,3927,1,Research Director,95820,12,10,2,9,0,7,4,1,3,3,3,25-35
No,Travel_Frequently,Sales,4,Marketing,3928,1,Sales Executive,45080,11,3,5,2,2,1,1,4,3,3,3,< 25
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3929,1,Human Resources,22070,14,6,4,4,1,2,3,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,3930,3,Laboratory Technician,77560,15,6,3,5,0,2,1,3,3,4,3,25-35
No,Travel_Rarely,Sales,3,Life Sciences,3931,1,Manager,66940,13,6,2,6,1,4,3,4,2,2,3,25-35
Yes,Travel_Rarely,Sales,3,Marketing,3932,5,Research Scientist,36910,13,2,3,2,2,2,2,2,3,3,3,25-35
No,Travel_Frequently,Research & Development,4,Life Sciences,3933,1,Sales Executive,23770,21,10,2,3,0,2,4,3,4,3,4,25-35
No,Travel_Rarely,Sales,3,Life Sciences,3934,3,Sales Executive,23130,11,12,5,7,1,7,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,3935,2,Healthcare Representative,176650,11,6,5,5,1,2,4,4,3,2,3,25-35
No,Non-Travel,Research & Development,4,Medical,3936,1,Sales Representative,25960,14,13,4,11,1,7,4,2,2,3,3,25-35
No,Travel_Rarely,Sales,4,Marketing,3937,1,Sales Executive,47280,11,8,4,5,0,4,4,4,4,3,3,45-55
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3938,1,Sales Executive,43020,13,11,3,0,0,0,1,1,2,1,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,3939,1,Healthcare Representative,29790,12,9,3,6,0,5,3,2,2,3,3,35-45
Yes,Travel_Rarely,Human Resources,4,Human Resources,3940,2,Laboratory Technician,168850,14,10,2,1,0,0,1,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Other,3941,2,Sales Representative,55930,13,1,3,1,0,0,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,3942,1,Sales Representative,104450,18,10,3,7,1,7,3,3,3,3,3,25-35
No,Non-Travel,Research & Development,4,Life Sciences,3943,1,Laboratory Technician,87400,11,12,2,7,0,7,2,2,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Technical Degree,3944,1,Manufacturing Director,25140,11,15,2,1,1,0,2,4,3,2,3,35-45
Yes,Travel_Frequently,Research & Development,4,Other,3945,3,Sales Executive,76550,12,6,3,1,0,0,3,3,3,3,3,35-45
No,Travel_Rarely,Human Resources,3,Other,3946,1,Healthcare Representative,174650,13,7,3,5,0,4,2,2,2,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,3947,1,Sales Executive,73510,20,34,3,1,0,0,3,1,3,3,4,45-55
No,Non-Travel,Research & Development,3,Other,3948,1,Research Scientist,108200,12,11,2,9,1,7,4,2,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,3949,1,Sales Representative,121690,19,5,2,5,0,4,3,1,3,3,3,35-45
No,Non-Travel,Research & Development,4,Medical,3950,1,Research Scientist,196260,21,15,5,15,0,7,4,3,3,2,4,25-35
No,Non-Travel,Research & Development,4,Medical,3951,2,Healthcare Representative,20700,13,27,2,3,0,2,1,3,2,4,3,45-55
No,Travel_Rarely,Sales,2,Marketing,3952,1,Laboratory Technician,67820,16,10,2,9,1,8,2,4,3,3,3,35-45
No,Travel_Rarely,Sales,2,Life Sciences,3953,5,Sales Executive,77790,12,6,2,2,2,2,4,4,3,3,3,25-35
Yes,Travel_Rarely,Sales,2,Marketing,3954,5,Healthcare Representative,27910,14,1,3,1,1,0,2,2,3,4,3,< 25
No,Travel_Rarely,Research & Development,2,Life Sciences,3955,2,Sales Executive,32010,11,5,3,5,0,4,4,3,3,2,3,35-45
Yes,Travel_Rarely,Research & Development,3,Other,3956,4,Research Scientist,49680,14,1,3,1,0,0,3,1,3,3,3,< 25
No,Travel_Rarely,Research & Development,5,Life Sciences,3957,5,Sales Executive,131200,12,13,6,12,5,7,1,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,3958,1,Manager,40330,14,15,2,2,2,2,1,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,1,Life Sciences,3959,2,Sales Executive,32910,16,5,2,5,0,3,2,2,3,2,3,35-45
No,Travel_Rarely,Sales,4,Marketing,3960,1,Sales Representative,42720,13,24,3,2,2,2,3,4,3,4,3,45-55
No,Travel_Rarely,Research & Development,3,Technical Degree,3961,4,Research Scientist,50560,12,15,2,12,5,7,4,1,3,2,3,35-45
Yes,Travel_Frequently,Sales,4,Life Sciences,3962,1,Research Scientist,28440,12,6,2,5,2,3,3,2,2,4,3,35-45
No,Travel_Rarely,Research & Development,2,Technical Degree,3963,2,Sales Executive,27030,14,19,2,10,4,7,3,2,2,3,3,35-45
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3964,2,Research Scientist,19040,22,10,4,10,7,7,3,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,5,Medical,3965,2,Laboratory Technician,82240,19,14,3,10,7,6,4,1,3,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,3966,2,Sales Executive,47660,12,5,3,5,0,3,3,4,4,3,3,25-35
No,Travel_Rarely,Sales,4,Marketing,3967,2,Laboratory Technician,26100,12,9,2,4,2,2,3,3,3,2,3,35-45
No,Non-Travel,Research & Development,2,Life Sciences,3968,2,Manufacturing Director,57310,17,6,2,2,2,2,2,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,2,Medical,3969,1,Research Director,25390,12,7,3,4,0,2,3,1,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Other,3970,2,Laboratory Technician,57140,11,10,2,0,0,0,2,1,2,3,3,35-45
No,Non-Travel,Sales,1,Life Sciences,3971,2,Research Director,43230,18,15,3,7,1,7,2,4,3,3,3,25-35
No,Non-Travel,Sales,4,Marketing,3972,3,Sales Executive,73360,11,13,3,11,3,8,1,2,3,3,3,35-45
Yes,Travel_Frequently,Research & Development,1,Life Sciences,3973,1,Manufacturing Director,134990,23,11,2,7,0,7,4,1,2,4,4,25-35
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3974,1,Laboratory Technician,137580,11,10,5,10,0,8,4,1,1,3,3,35-45
No,Travel_Frequently,Research & Development,1,Medical,3975,2,Healthcare Representative,51550,18,7,3,2,2,2,3,4,3,2,3,35-45
No,Non-Travel,Human Resources,5,Medical,3976,3,Sales Executive,22580,18,7,2,3,1,2,1,3,2,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3977,3,Research Scientist,35970,13,11,2,3,1,2,2,2,1,1,3,35-45
No,Travel_Rarely,Research & Development,1,Technical Degree,3978,3,Laboratory Technician,25150,18,23,2,22,13,5,3,3,4,2,3,35-45
No,Travel_Rarely,Sales,3,Marketing,3979,2,Manager,44200,11,9,3,7,0,2,1,3,3,3,3,25-35
Yes,Travel_Rarely,Human Resources,1,Technical Degree,3980,3,Sales Executive,65780,15,6,3,5,1,4,4,2,3,2,3,25-35
Yes,Travel_Rarely,Research & Development,3,Medical,3981,1,Sales Executive,44220,11,13,2,9,3,7,4,2,4,3,3,45-55
No,Travel_Rarely,Sales,2,Medical,3982,3,Sales Executive,102740,18,12,3,5,0,3,3,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,3983,2,Laboratory Technician,53430,14,10,5,10,4,8,2,3,3,2,3,25-35
No,Non-Travel,Research & Development,4,Medical,3984,1,Laboratory Technician,23760,12,37,3,16,14,14,2,2,2,3,3,> 65
No,Travel_Rarely,Research & Development,1,Technical Degree,3985,3,Manufacturing Director,53460,14,6,3,5,0,3,2,3,4,2,3,25-35
No,Travel_Rarely,Research & Development,5,Medical,3986,2,Research Scientist,28270,14,28,3,22,14,10,3,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,3987,2,Manager,199430,13,15,3,7,7,7,2,1,3,3,3,35-45
No,Travel_Rarely,Sales,4,Medical,3988,1,Research Scientist,31310,14,14,3,7,1,7,4,4,2,2,3,45-55
No,Travel_Frequently,Sales,4,Other,3989,3,Manufacturing Director,25520,18,9,2,3,2,2,1,1,3,3,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,3990,3,Manager,44770,15,3,6,3,1,2,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,3991,2,Manufacturing Director,64740,13,20,3,4,0,3,2,4,2,1,3,35-45
No,Travel_Rarely,Sales,3,Marketing,3992,1,Healthcare Representative,30330,12,5,2,5,1,2,3,4,3,2,3,25-35
No,Travel_Frequently,Research & Development,4,Technical Degree,3993,1,Sales Representative,29360,13,23,3,2,2,2,1,3,3,3,3,> 65
No,Non-Travel,Research & Development,3,Life Sciences,3994,3,Sales Representative,186060,24,0,4,0,0,0,2,3,1,3,4,< 25
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3995,3,Laboratory Technician,21680,14,2,2,1,0,0,4,1,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Medical,3996,1,Manager,28530,14,4,5,2,2,0,1,1,3,2,3,25-35
No,Non-Travel,Sales,4,Technical Degree,3997,1,Research Scientist,170480,15,10,3,8,5,7,3,3,4,2,3,35-45
No,Travel_Rarely,Sales,3,Technical Degree,3998,5,Laboratory Technician,22900,11,15,5,1,0,0,4,2,3,3,3,35-45
No,Travel_Frequently,Sales,3,Medical,3999,1,Research Director,36000,23,7,2,7,7,7,1,4,3,3,4,35-45
No,Travel_Frequently,Sales,4,Life Sciences,4000,5,Research Scientist,21070,13,6,2,5,0,2,4,4,2,3,3,25-35
No,Travel_Frequently,Research & Development,2,Medical,4001,1,Human Resources,41150,11,11,1,11,3,10,4,4,4,3,3,25-35
No,Travel_Frequently,Sales,4,Life Sciences,4002,4,Sales Executive,43270,13,4,4,0,0,0,4,4,4,3,3,25-35
No,Non-Travel,Research & Development,3,Medical,4003,1,Manager,178560,18,10,2,6,3,3,3,3,2,3,3,35-45
No,Travel_Rarely,Sales,2,Life Sciences,4004,5,Manager,31960,14,7,3,2,2,0,2,3,3,2,3,45-55
No,Travel_Rarely,Human Resources,3,Life Sciences,4005,1,Laboratory Technician,190810,21,12,2,9,4,7,4,4,2,3,4,45-55
